GSE	GSM	SRX	SRR	Dataset
GSE222365	GSM6921596	SRX18964227	SRR23008432	1
GSE222365	GSM6921597	SRX18964228	SRR23008431	1
GSE222365	GSM6921598	SRX18964229	SRR23008430	1
GSE222365	GSM6921599	SRX18964230	SRR23008429	1
GSE222365	GSM6921600	SRX18964231	SRR23008428	1
GSE222365	GSM6921601	SRX18964232	SRR23008427	1
GSE222365	GSM6921602	SRX18964233	SRR23008426	1
GSE222365	GSM6921603	SRX18964234	SRR23008425	1
GSE222365	GSM6921604	SRX18964235	SRR23008424	1
GSE222365	GSM6921605	SRX18964236	SRR23008423	1
GSE222365	GSM6921606	SRX18964237	SRR23008422	1
GSE222365	GSM6921607	SRX18964238	SRR23008421	1
GSE222365	GSM6921608	SRX18964239	SRR23008420	1
GSE222365	GSM6921609	SRX18964240	SRR23008419	1
GSE222365	GSM6921610	SRX18964241	SRR23008418	1
GSE222365	GSM6921611	SRX18964250	SRR23008409	1
GSE222365	GSM6921612	SRX18964251	SRR23008408	1
GSE222365	GSM6921613	SRX18964252	SRR23008407	1
GSE222365	GSM6921614	SRX18964253	SRR23008406	1
GSE222365	GSM6921615	SRX18964254	SRR23008405	1
GSE222365	GSM6921616	SRX18964255	SRR23008404	1
GSE222365	GSM6921617	SRX18964256	SRR23008403	1
GSE222365	GSM6921618	SRX18964257	SRR23008402	1
GSE222365	GSM6921619	SRX18964258	SRR23008401	1
GSE222365	GSM6921620	SRX18964259	SRR23008400	1
GSE222365	GSM6921621	SRX18964260	SRR23008399	1
GSE222365	GSM6921622	SRX18964261	SRR23008398	1
GSE222365	GSM6921623	SRX18964262	SRR23008397	1
GSE222365	GSM6921624	SRX18964263	SRR23008396	1
GSE222365	GSM6921625	SRX18964264	SRR23008395	1
GSE222365	GSM6921626	SRX18964265	SRR23008394	1
GSE222365	GSM6921627	SRX18964242	SRR23008417	1
GSE222365	GSM6921628	SRX18964243	SRR23008416	1
GSE222365	GSM6921629	SRX18964244	SRR23008415	1
GSE222365	GSM6921630	SRX18964245	SRR23008414	1
GSE222365	GSM6921631	SRX18964246	SRR23008413	1
GSE222365	GSM6921632	SRX18964247	SRR23008412	1
GSE222365	GSM6921633	SRX18964248	SRR23008411	1
GSE222365	GSM6921634	SRX18964249	SRR23008410	1
GSE229563	GSM7165567	SRX19948214	SRR24150114	1
GSE229563	GSM7165568	SRX19948215	SRR24150113	1
GSE229563	GSM7165569	SRX19948216	SRR24150112	1
GSE229563	GSM7165570	SRX19948222	SRR24150106	1
GSE229563	GSM7165571	SRX19948223	SRR24150105	1
GSE229563	GSM7165572	SRX19948224	SRR24150104	1
GSE229563	GSM7165573	SRX19948225	SRR24150103	1
GSE229563	GSM7165574	SRX19948226	SRR24150102	1
GSE229563	GSM7165575	SRX19948227	SRR24150101	1
GSE229563	GSM7165576	SRX19948228	SRR24150100	1
GSE229563	GSM7165577	SRX19948229	SRR24150099	1
GSE229563	GSM7165578	SRX19948230	SRR24150098	1
GSE229563	GSM7165579	SRX19948231	SRR24150097	1
GSE229563	GSM7165580	SRX19948232	SRR24150096	1
GSE229563	GSM7165581	SRX19948233	SRR24150095	1
GSE229563	GSM7165582	SRX19948234	SRR24150094	1
GSE229563	GSM7165583	SRX19948235	SRR24150093	1
GSE229563	GSM7165584	SRX19948236	SRR24150092	1
GSE229563	GSM7165585	SRX19948237	SRR24150091	1
GSE229563	GSM7165586	SRX19948238	SRR24150090	1
GSE229563	GSM7165587	SRX19948239	SRR24150089	1
GSE229563	GSM7165588	SRX19948240	SRR24150088	1
GSE229563	GSM7165589	SRX19948241	SRR24150087	1
GSE229563	GSM7165590	SRX19948242	SRR24150086	1
GSE229563	GSM7165591	SRX19948243	SRR24150085	1
GSE229563	GSM7165592	SRX19948244	SRR24150084	1
GSE229563	GSM7165593	SRX19948245	SRR24150083	1
GSE229563	GSM7165594	SRX19948217	SRR24150111	1
GSE229563	GSM7165595	SRX19948218	SRR24150110	1
GSE229563	GSM7165596	SRX19948219	SRR24150109	1
GSE229563	GSM7165597	SRX19948220	SRR24150108	1
GSE229563	GSM7165598	SRX19948221	SRR24150107	1
GSE42142	GSM1033470	SRX203304	SRR611842	1
GSE42142	GSM1033471	SRX203305	SRR611843	1
GSE42142	GSM1033472	SRX203306	SRR611844	1
GSE42142	GSM1033473	SRX203307	SRR611845	1
GSE42142	GSM1033474	SRX203308	SRR611846	1
GSE42142	GSM1033475	SRX203309	SRR611847	1
GSE42142	GSM1033476	SRX203310	SRR611848	1
GSE42142	GSM1033477	SRX203311	SRR611849	1
GSE42142	GSM1033478	SRX203312	SRR611850	1
GSE52249	GSM1261902	SRX375777	SRR1028343	1
GSE52249	GSM1261903	SRX375778	SRR1028344	1
GSE52249	GSM1261904	SRX375779	SRR1028345	1
GSE52249	GSM1261905	SRX375780	SRR1028346	1
GSE52249	GSM1261906	SRX375781	SRR1028347	1
GSE52249	GSM1261907	SRX375782	SRR1028348	1
GSE52249	GSM1261908	SRX375783	SRR1028349	1
GSE55504	GSM1338311	SRX480649	SRR1182244	1
GSE55504	GSM1338312	SRX480650	SRR1182245	1
GSE55504	GSM1338313	SRX480651	SRR1182246	1
GSE55504	GSM1338314	SRX480652	SRR1182247	1
GSE55504	GSM1338315	SRX480653	SRR1182248	1
GSE55504	GSM1338315	SRX480653	SRR1182249	1
GSE55504	GSM1338316	SRX480654	SRR1182250	1
GSE55504	GSM1338316	SRX480654	SRR1182251	1
GSE55504	GSM1338317	SRX480655	SRR1182252	1
GSE55504	GSM1338317	SRX480655	SRR1182253	1
GSE55504	GSM1338318	SRX480656	SRR1182254	1
GSE55504	GSM1338318	SRX480656	SRR1182255	1
GSE55504	GSM1338319	SRX480657	SRR1182256	1
GSE55504	GSM1338320	SRX480658	SRR1182257	1
GSE55504	GSM1338321	SRX480659	SRR1182258	1
GSE55504	GSM1338322	SRX480660	SRR1182259	1
GSE55504	GSM1338323	SRX480661	SRR1182260	1
GSE55504	GSM1338324	SRX480662	SRR1182261	1
GSE55504	GSM1338325	SRX480663	SRR1182262	1
GSE55504	GSM1338326	SRX480664	SRR1182263	1
GSE55504	GSM1338327	SRX480665	SRR1182264	1
GSE55504	GSM1338328	SRX480666	SRR1182265	1
GSE55504	GSM1338329	SRX480667	SRR1182266	1
GSE55504	GSM1338330	SRX480668	SRR1182267	1
GSE55504	GSM1338331	SRX480669	SRR1182268	1
GSE55504	GSM1338332	SRX480670	SRR1182269	1
GSE55504	GSM1338333	SRX480671	SRR1182270	1
GSE55504	GSM1338334	SRX480672	SRR1182271	1
GSE55504	GSM1338335	SRX480673	SRR1182272	1
GSE55504	GSM1338336	SRX480674	SRR1182273	1
GSE55504	GSM1338337	SRX480675	SRR1182274	1
GSE55504	GSM1338338	SRX480676	SRR1182275	1
GSE55504	GSM1338339	SRX480677	SRR1182276	1
GSE55504	GSM1338340	SRX480678	SRR1182277	1
GSE64840	GSM1581418	SRX835593	SRR1748088	1
GSE64840	GSM1581419	SRX835594	SRR1748089	1
GSE64840	GSM1581420	SRX835595	SRR1748090	1
GSE64840	GSM1581421	SRX835596	SRR1748091	1
GSE64840	GSM1581422	SRX835597	SRR1748092	1
GSE64840	GSM1581423	SRX835598	SRR1748093	1
GSE79842	GSM2105034	SRX1674784	SRR3322275	1
GSE79842	GSM2105037	SRX1674785	SRR3322276	1
GSE79842	GSM2105039	SRX1674786	SRR3322277	1
GSE79842	GSM2105042	SRX1674787	SRR3322278	1
GSE79842	GSM2105044	SRX1674788	SRR3322279	1
GSE79842	GSM2105047	SRX1674789	SRR3322280	1
GSE79842	GSM2105049	SRX1674790	SRR3322281	1
GSE79842	GSM2105052	SRX1674791	SRR3322282	1
GSE79842	GSM2105054	SRX1674792	SRR3322283	1
GSE79842	GSM2105057	SRX1674793	SRR3322284	1
GSE79842	GSM2105059	SRX1674794	SRR3322285	1
GSE79842	GSM2105062	SRX1674795	SRR3322286	1
GSE79842	GSM2105065	SRX1674796	SRR3322287	1
GSE79842	GSM2105067	SRX1674797	SRR3322288	1
GSE79842	GSM2105070	SRX1674798	SRR3322289	1
GSE79842	GSM2105072	SRX1674799	SRR3322290	1
GSE79842	GSM2105075	SRX1674800	SRR3322291	1
GSE79842	GSM2105077	SRX1674801	SRR3322292	1
GSE79842	GSM2105080	SRX1674802	SRR3322293	1
GSE79842	GSM2105082	SRX1674803	SRR3322294	1
GSE79842	GSM2105085	SRX1674804	SRR3322295	1
GSE79842	GSM2105087	SRX1674805	SRR3322296	1
GSE79842	GSM2105090	SRX1674806	SRR3322297	1
GSE79842	GSM2105092	SRX1674807	SRR3322298	1
GSE79842	GSM2105095	SRX1674808	SRR3322299	1
GSE79842	GSM2105097	SRX1674809	SRR3322300	1
GSE79842	GSM2105099	SRX1674810	SRR3322301	1
GSE79842	GSM2105102	SRX1674811	SRR3322302	1
GSE79842	GSM2105105	SRX1674812	SRR3322303	1
GSE79842	GSM2105107	SRX1674813	SRR3322304	1
GSE79842	GSM2105110	SRX1674814	SRR3322305	1
GSE79842	GSM2105112	SRX1674815	SRR3322306	1
GSE79842	GSM2105115	SRX1674816	SRR3322307	1
GSE79842	GSM2105117	SRX1674817	SRR3322308	1
GSE79842	GSM2105120	SRX1674818	SRR3322309	1
GSE79842	GSM2105123	SRX1674819	SRR3322310	1
GSE84526	GSM2241509	SRX1959631	SRR3929997	1
GSE84526	GSM2241510	SRX1959632	SRR3929998	1
GSE84526	GSM2241511	SRX1959633	SRR3929999	1
GSE84526	GSM2241512	SRX1959634	SRR3930000	1
GSE84526	GSM2241513	SRX1959635	SRR3930001	1
GSE84526	GSM2241514	SRX1959636	SRR3930002	1
GSE84526	GSM2241515	SRX1959637	SRR3930003	1
GSE84526	GSM2241516	SRX1959638	SRR3930004	1
GSE84526	GSM2241517	SRX1959639	SRR3930005	1
GSE84526	GSM2241518	SRX1959640	SRR3930006	1
GSE84526	GSM2241519	SRX1959641	SRR3930007	1
GSE84526	GSM2241520	SRX1959642	SRR3930008	1
GSE84531	GSM2241547	SRX1959643	SRR3930009	1
GSE84531	GSM2241548	SRX1959644	SRR3930010	1
GSE84531	GSM2241549	SRX1959645	SRR3930011	1
GSE84531	GSM2241550	SRX1959646	SRR3930012	1
GSE84531	GSM2241551	SRX1959647	SRR3930013	1
GSE84531	GSM2241552	SRX1959648	SRR3930014	1
GSE84531	GSM2241553	SRX1959649	SRR3930015	1
GSE84531	GSM2241554	SRX1959650	SRR3930016	1
GSE84531	GSM2241555	SRX1959651	SRR3930017	1
GSE84531	GSM2241556	SRX1959652	SRR3930018	1
GSE84531	GSM2241557	SRX1959653	SRR3930019	1
GSE84531	GSM2241558	SRX1959654	SRR3930020	1
GSE84531	GSM2241559	SRX1959655	SRR3930021	1
GSE84531	GSM2241560	SRX1959656	SRR3930022	1
GSE84531	GSM2241561	SRX1959657	SRR3930023	1
GSE84531	GSM2241562	SRX1959658	SRR3930024	1
GSE84531	GSM2241563	SRX1959659	SRR3930025	1
GSE84531	GSM2241564	SRX1959660	SRR3930026	1
GSE84531	GSM2241565	SRX1959661	SRR3930027	1
GSE84531	GSM2241566	SRX1959662	SRR3930028	1
GSE84531	GSM2241567	SRX1959663	SRR3930029	1
GSE84531	GSM2241568	SRX1959664	SRR3930030	1
GSE84531	GSM2241569	SRX1959665	SRR3930031	1
GSE84531	GSM2241570	SRX1959666	SRR3930032	1
GSE84531	GSM2241571	SRX1959667	SRR3930033	1
GSE84531	GSM2241572	SRX1959668	SRR3930034	1
GSE84531	GSM2241573	SRX1959669	SRR3930035	1
GSE84531	GSM2241574	SRX1959670	SRR3930036	1
GSE84531	GSM2241575	SRX1959671	SRR3930037	1
GSE84531	GSM2241576	SRX1959672	SRR3930038	1
GSE84531	GSM2241577	SRX1959673	SRR3930039	1
GSE84531	GSM2241578	SRX1959674	SRR3930040	1
GSE84531	GSM2241579	SRX1959675	SRR3930041	1
GSE84531	GSM2241580	SRX1959676	SRR3930042	1
GSE95551	GSM2516186	SRX2600501	SRR5298330	1
GSE95551	GSM2516187	SRX2600502	SRR5298331	1
GSE95551	GSM2516188	SRX2600503	SRR5298332	1
GSE95551	GSM2516189	SRX2600504	SRR5298333	1
GSE95551	GSM2516190	SRX2600505	SRR5298334	1
GSE95551	GSM2516191	SRX2600506	SRR5298335	1
GSE95551	GSM2516192	SRX2600507	SRR5298336	1
GSE95551	GSM2516193	SRX2600508	SRR5298337	1
GSE95551	GSM2516194	SRX2600509	SRR5298338	1
GSE95551	GSM2516195	SRX2600510	SRR5298339	1
GSE95551	GSM2516196	SRX2600511	SRR5298340	1
GSE95551	GSM2516197	SRX2600512	SRR5298341	1
GSE95551	GSM2516198	SRX2600513	SRR5298342	1
GSE95551	GSM2516199	SRX2600514	SRR5298343	1
GSE95551	GSM2516200	SRX2600515	SRR5298344	1
GSE95552	GSM2516201	SRX2600516	SRR5298345	1
GSE95552	GSM2516202	SRX2600517	SRR5298346	1
GSE95552	GSM2516203	SRX2600518	SRR5298347	1
GSE95552	GSM2516204	SRX2600519	SRR5298348	1
GSE95552	GSM2516205	SRX2600520	SRR5298349	1
GSE95552	GSM2516206	SRX2600521	SRR5298350	1
