gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000124766	3968.324396989062	-0.8699094308518098	0.09998653215956715	-8.700266046466469	3.311069962209022e-18	1.677976677515039e-15
ENSG00000303826	64.75352638009277	1.3351486605910152	0.15379785060222267	8.68119193709798	3.916425847541872e-18	1.941610683765052e-15
ENSG00000116478	1979.6619632003494	-0.5804996155238333	0.06755220773572711	-8.593347796933925	8.447136024239498e-18	4.0907538994449825e-15
ENSG00000127903	28.67282207673441	-7.305222263093353	0.850319370437944	-8.59115118044519	8.610225265220747e-18	4.0907538994449825e-15
ENSG00000147251	408.4046051890925	-0.7871365710285048	0.09175373630461438	-8.5787958368832	9.587146741479434e-18	4.461936355906908e-15
ENSG00000111799	480.0508937728499	2.8170764966966098	0.3286004634654549	8.572953510130285	1.0086422926441882e-17	4.600417496750143e-15
ENSG00000249378	6.860018792088793	6.620272909711317	0.7751577539603064	8.54054916678331	1.3358543528493543e-17	5.973364415045005e-15
ENSG00000123636	1479.793573977421	-0.9020866718417068	0.10616654038618763	-8.496901835176208	1.9471797265433722e-17	8.539506473811847e-15
ENSG00000205181	72.28919652927877	-4.563451555533563	0.5407059102406209	-8.439803355400295	3.178719858050489e-17	1.367749176657385e-14
ENSG00000147145	401.7520952708313	-1.2487238827451055	0.14816460898476327	-8.427949773575955	3.517739789550342e-17	1.4855936277906583e-14
ENSG00000274317	25.011553636700214	2.6540407461369155	0.31881764631795223	8.324635655487146	8.458851017789184e-17	3.507347226557861e-14
ENSG00000070182	10.742037260589948	2.351206182154357	0.28263063037312375	8.31900696343612	8.870333920413721e-17	3.61228509026848e-14
ENSG00000174080	139.4576466906306	-9.582297589006284	1.155178934734916	-8.295076460345234	1.0851538488662387e-16	4.341567284806065e-14
ENSG00000197935	24.398734184152485	-2.6845956143471157	0.32494606483672345	-8.261665257266777	1.4365408890643738e-16	5.648330168122939e-14
ENSG00000273136	639.1347911548095	-0.8981498983150679	0.10953332201686027	-8.199786893862466	2.4081354658007845e-16	9.22844584539864e-14
ENSG00000162086	459.7016660706258	-0.9016676674577707	0.10997557961627943	-8.19879895703954	2.4280059229288246e-16	9.22844584539864e-14
ENSG00000106829	2840.4355904166355	-0.5812590050915206	0.07173678375557513	-8.102663301326876	5.376889633314708e-16	2.0101634112744575e-13
ENSG00000277991	87.35099283111214	-1.225533371156194	0.15130815297785297	-8.099585825593785	5.514661025903009e-16	2.0284168499309373e-13
ENSG00000250120	72.9007922154814	-1.6434659458124103	0.2040397723292108	-8.05463526572034	7.971615648472944e-16	2.885598331165484e-13
ENSG00000077279	2362.8162527571726	-1.3187213554496018	0.16410287415727987	-8.035943076692915	9.286185141049213e-16	3.3089289397129265e-13
ENSG00000146278	353.8106137350408	-0.8996004596349718	0.11199948684278795	-8.032183762571412	9.575280491243143e-16	3.359450332350767e-13
ENSG00000160209	1220.9843153069346	0.9397078480656805	0.11717964085815465	8.019378120497844	1.062818663551537e-15	3.6723605488322424e-13
ENSG00000121871	39.05419942705295	1.565351616256029	0.1955667846880247	8.004179333178358	1.2026601608238844e-15	4.093532084714729e-13
ENSG00000241945	336.80096834604205	1.0618150100568184	0.1330918006546511	7.978064800641134	1.4864535568979306e-15	4.985084318390781e-13
ENSG00000165494	1249.3143507998618	-0.4320145276562401	0.05467603761630326	-7.901350326224487	2.758980108799595e-15	9.118629185677502e-13
ENSG00000081665	133.36603949514804	-1.632207726855887	0.2072263123652793	-7.876450187362225	3.368131107864495e-15	1.0972889987835688e-12
ENSG00000174469	3007.27091052773	1.2048153634986767	0.153934645004883	7.826797947014842	5.0045241262901445e-15	1.6074390521133345e-12
ENSG00000157617	593.4826413276788	0.5275762548481584	0.06784412828795773	7.77629941103986	7.467684296722826e-15	2.3652852831495005e-12
ENSG00000291175	281.4232364065866	-1.05254826534403	0.1356826922488098	-7.757424678852234	8.667132106710424e-15	2.707588324568921e-12
ENSG00000118508	501.36661455228204	1.260311158573587	0.16256049770841768	7.752874630306486	8.983530095413093e-15	2.7315920510119412e-12
ENSG00000173041	256.2558075804092	-1.0875871551795107	0.14027507044032753	-7.753246188118409	8.957272331367766e-15	2.7315920510119412e-12
ENSG00000159147	795.3057714146797	0.7052209240073389	0.09111032949605853	7.740296055430763	9.918558355656033e-15	2.9762200434307348e-12
ENSG00000142192	14397.069914058433	0.842353844878581	0.10893553162220942	7.732590389331194	1.0537994544047274e-14	3.121025526974001e-12
ENSG00000124942	1945.1346843958154	2.15240641397147	0.27869033740545773	7.723290423377694	1.133644739910009e-14	3.314457473544584e-12
ENSG00000297367	5.231995126232972	4.187913332228924	0.5425892838224411	7.718385631809478	1.178123037393677e-14	3.4008982111092153e-12
ENSG00000155760	2152.611255852171	-0.8532081174310783	0.11071551947782153	-7.70631002279669	1.2950779348079059e-14	3.691781537911787e-12
ENSG00000159259	1270.4838158147934	0.627037583610137	0.08147765517182118	7.695822643494485	1.4058670315247001e-14	3.958123167150714e-12
ENSG00000267470	27.20163153616986	-3.86547846518735	0.5025601537470028	-7.691573707877558	1.453361650620002e-14	4.041940541754774e-12
ENSG00000277067	240.67928807706642	-1.1773249101550913	0.15337430615415826	-7.676154759401152	1.63935059462221e-14	4.504263892814397e-12
ENSG00000185420	344.3074607728751	0.49979288037318426	0.06514408666421202	7.672114323275235	1.691840532245423e-14	4.5931456354591515e-12
ENSG00000148841	534.4618837568823	1.0637473993795739	0.1393106174051401	7.635795599742457	2.244301429348479e-14	6.021328717210831e-12
ENSG00000280071	328.1914172680685	0.6873437729383248	0.09016785392319064	7.622935924856741	2.4796998697346158e-14	6.57552971270906e-12
ENSG00000112699	149.93491768197435	0.6266603077185529	0.08252180899617223	7.593875065773466	3.10477760156321e-14	8.138442896971149e-12
ENSG00000145555	3379.836182157753	-1.0250390976923143	0.1350512312092094	-7.590001871988968	3.199008668766176e-14	8.290158260365073e-12
ENSG00000205758	757.2001378631243	0.7072440951329462	0.09337311296570035	7.574387022876114	3.608272405376161e-14	9.245691258944195e-12
ENSG00000019549	145.95505742021714	2.048295654973609	0.27141774450261674	7.546653439063788	4.4658486613297245e-14	1.1315964302402707e-11
ENSG00000123560	884.7266098551628	-1.4265713826670874	0.18956119408042785	-7.525650962410669	5.245830421943131e-14	1.3146281623342098e-11
ENSG00000138688	1449.9952293466968	-0.560208202712995	0.07470887816766053	-7.498549254825969	6.452800550158407e-14	1.5995230059387224e-11
ENSG00000232931	58.16896040532489	-1.542731393139471	0.20591473082681097	-7.492088530747315	6.778617155253884e-14	1.6622189701673636e-11
ENSG00000173930	41.79861555023721	1.4443446597859526	0.19323553193577397	7.474529375197994	7.748063827577802e-14	1.879729740296934e-11
ENSG00000167637	104.34407563472385	-1.0189916149893505	0.13692379358301499	-7.442034640762054	9.914621375837776e-14	2.380030952378742e-11
ENSG00000156261	7493.457207155895	0.7326926361882824	0.09869419769880658	7.423867393139994	1.13749048233964e-13	2.702132338516197e-11
ENSG00000214595	81.68305136100516	-1.9800618398198047	0.26703814945464394	-7.414902491885773	1.217143224897957e-13	2.8615413653399907e-11
ENSG00000092054	14.824698235357094	1.6324626471892165	0.2203888232019595	7.4071934477968675	1.2900022615969216e-13	3.001887915889571e-11
ENSG00000173230	2108.1759029023974	-0.6319900204211546	0.0855604783220067	-7.386471333676529	1.5077663728298913e-13	3.4731931446854214e-11
ENSG00000103154	216.93038509221802	1.3029639625430778	0.1765416610140956	7.380489993458514	1.57708030552366e-13	3.596531636746707e-11
ENSG00000160214	690.2917390073408	1.1056910358039913	0.14989377646828944	7.376497289318107	1.6250819311249378e-13	3.669306281119228e-11
ENSG00000226383	28.645963403511423	-1.9913287934359527	0.2700973266999302	-7.372634219546562	1.672890274046299e-13	3.740221833296652e-11
ENSG00000109046	1252.80107608045	-0.9546175445783797	0.129520465049206	-7.370399297251687	1.701177285996087e-13	3.766538641469977e-11
ENSG00000117114	12723.260158021178	-0.5034010701680327	0.0688073299551214	-7.316096562624489	2.552879918512833e-13	5.597925629008188e-11
ENSG00000294531	15.530878632057407	-3.4146758216472515	0.4674317324540355	-7.30518615781617	2.7688313047550254e-13	6.013637895708415e-11
ENSG00000237819	109.16123905361084	1.112102819030072	0.15259915157024878	7.2877392016043885	3.1519936176908116e-13	6.781246646362165e-11
ENSG00000165916	3551.931479853959	0.47891883125902	0.06611073948487611	7.24419111010822	4.3502764810962716e-13	9.271780855271073e-11
ENSG00000011201	366.8345884209991	-2.349020767831378	0.32531519136147147	-7.220753380746003	5.170034036402375e-13	1.0916909833347792e-10
ENSG00000205726	4176.292780964949	0.7051433301795668	0.09813324226589185	7.185570494746135	6.692713145019103e-13	1.4002506722216573e-10
ENSG00000180543	24.7557079540933	-7.571319688535119	1.0544122333547346	-7.180606833862396	6.940267201349741e-13	1.4388435775161896e-10
ENSG00000157538	1051.9623759850767	0.6078601743419857	0.0848099897524351	7.167318096799234	7.648118655614878e-13	1.57130942289457e-10
ENSG00000160221	884.3971772596427	0.6608130816111565	0.09231052428902227	7.15858876006559	8.151180474747173e-13	1.659711345773297e-10
ENSG00000169855	2220.847436197166	-0.9617373800798014	0.13466656876885172	-7.141619400213385	9.223770251910337e-13	1.8614874388921702e-10
ENSG00000296299	18.00847639236786	-3.3042144898898855	0.46341102980120624	-7.130202514401363	1.0022136013576367e-12	2.0048667700842898e-10
ENSG00000139915	152.6560702380758	0.6592726161926924	0.09258965795853338	7.120369928226218	1.076377713141488e-12	2.134503804190577e-10
ENSG00000175170	33.58048984782541	-2.778108927875797	0.39284652044000606	-7.071741210191166	1.5300156216320831e-12	3.007931573389625e-10
ENSG00000276023	520.1899547853434	0.6058599278801816	0.08569025575376703	7.070347994072213	1.5454564110708277e-12	3.0123190986726686e-10
ENSG00000227640	868.3208460450712	-0.6595792250445546	0.09346561912535932	-7.056918161103754	1.7023581315155875e-12	3.290023490611269e-10
ENSG00000102362	47.841852729642305	-1.4051589694542141	0.19966739852795176	-7.037498258672929	1.9572198148004053e-12	3.7507897375229617e-10
ENSG00000081842	29.71416152293631	-5.059198887218994	0.7195503910845482	-7.031055711877906	2.049766311078121e-12	3.879848877480728e-10
ENSG00000183908	698.2166930495493	1.1031306681635056	0.15690740584508403	7.030456352408474	2.0585911606014826e-12	3.879848877480728e-10
ENSG00000165118	72.72145611702979	-9.124393310962121	1.308112010639584	-6.975238539779839	3.0535226606111e-12	5.7078347766587e-10
ENSG00000106305	424.38678066362263	0.6902936513094794	0.09899926222895573	6.972715106836214	3.108817870805769e-12	5.763950532010208e-10
ENSG00000151468	93.15215205128621	2.510050608570544	0.36290572181173275	6.9165363280568535	4.628197746831533e-12	8.484462595421784e-10
ENSG00000130779	1511.0017801604372	-0.4144051558831185	0.059921043514749424	-6.915853456075304	4.650549548027726e-12	8.484462595421784e-10
ENSG00000111218	296.7545950628608	-1.9188966224708766	0.27752105927559056	-6.914418053461406	4.697878770039788e-12	8.502787726250585e-10
ENSG00000286058	26.637446436692475	-3.3224938946498708	0.48314785054134557	-6.876764309159536	6.122728289503983e-12	1.099439516867231e-9
ENSG00000013441	683.5553731165901	-0.962203403063412	0.14038282966189994	-6.854138824390396	7.174338586960284e-12	1.2782093084033538e-9
ENSG00000231827	105.18722676689278	-1.93858860491878	0.28304884826256094	-6.848954224044438	7.439179440482229e-12	1.315120055350366e-9
ENSG00000253368	297.01049433689354	1.4957824979535557	0.21890126374565974	6.833137791710046	8.30770870303291e-12	1.4573638228666578e-9
ENSG00000175832	740.8464794146291	1.2907017262916534	0.18943934407971566	6.813271723262138	9.540369500493927e-12	1.6608253928149925e-9
ENSG00000111907	20.25339740610709	1.8997808287833866	0.2795095555903066	6.796836783526663	1.0694113372955624e-11	1.8475701171988862e-9
ENSG00000095739	86.30966402790455	0.9328886505505659	0.1376804088044536	6.775754507495256	1.237586701682455e-11	2.122042461042736e-9
ENSG00000129682	1123.4225235477882	-0.49934633643164594	0.07428491825515365	-6.722041945533175	1.7919534696195658e-11	3.0496640951249404e-9
ENSG00000154723	1580.544265111065	0.54037657973470965	0.08041816107194766	6.719583891644219	1.822442366524e-11	3.0785776421170238e-9
ENSG00000142188	467.22713104498456	0.9150596849183988	0.1364081101258018	6.708249854605337	1.9697246461309713e-11	3.3029095996335884e-9
ENSG00000180347	5.256407881911587	3.0527497494317366	0.4563083872390138	6.690102208953503	2.2301477927648515e-11	3.7123007601461634e-9
ENSG00000132561	410.4828162318689	1.7038678211513092	0.25473181810514167	6.688869234419825	2.2490157934394705e-11	3.7165800847381976e-9
ENSG00000115594	6.795158736444319	2.6038528971455794	0.389564575343631	6.684008408230515	2.324934572008895e-11	3.814398051414594e-9
ENSG00000232104	75.45164409303302	-1.0744860454058625	0.16085461629468295	-6.679858310298177	2.3917337795284005e-11	3.895963488724655e-9
ENSG00000186197	29.92052699069739	1.5805530245082158	0.23687054059060422	6.672644983911142	2.5123364355946842e-11	4.063392369768565e-9
ENSG00000077063	137.25037824568633	-0.9938324880530464	0.14902447191062337	-6.668921387952255	2.5769022770254656e-11	4.13846876250463e-9
ENSG00000303910	21.11396560145537	-2.0273242565532352	0.3042637909816183	-6.663048041348151	2.6820593940341435e-11	4.2772282853810244e-9
ENSG00000188738	51.97344114219934	-1.7385485214350633	0.26159661796492006	-6.645913601483187	3.013419936621583e-11	4.772294559351055e-9
ENSG00000143390	1194.2290568300505	-0.5751830527397025	0.08658922105082509	-6.642663437312694	3.08064755868423e-11	4.8451150052271635e-9
ENSG00000183527	952.2767829900151	0.7720138208712851	0.11639574022998746	6.632663870222876	3.296820008715253e-11	5.149587691695298e-9
ENSG00000140937	1533.3970403655046	0.8454668788427377	0.12768633552564249	6.621435844033191	3.557264091909904e-11	5.518599157551385e-9
ENSG00000151491	988.3019202183893	0.6651129175726214	0.10058134728967015	6.612686501972612	3.774071698900074e-11	5.7763560465379986e-9
ENSG00000269397	15.519804148624956	-2.7163972041030755	0.4107480027113782	-6.613293762043723	3.758615224703818e-11	5.7763560465379986e-9
ENSG00000175040	127.87215929952742	1.2250379373146623	0.18542374818630084	6.606693852849041	3.92997563072744e-11	5.974872950582618e-9
ENSG00000141314	1053.4952735443844	-2.073621126408873	0.315085259405428	-6.581142927224956	4.6684553056878295e-11	7.050604188490791e-9
ENSG00000196268	207.93816961914163	-0.8729541313713092	0.13271265696657408	-6.577776011154516	4.775368624807351e-11	7.164623782153398e-9
ENSG00000165029	847.8114267115807	-1.1496158048688052	0.17552922078384278	-6.549426925813743	5.775829447554312e-11	8.60900591839713e-9
ENSG00000117724	11116.926940136524	-0.5102135111457824	0.07817759632191307	-6.52633919626882	6.739659938030814e-11	9.980386031609916e-9
ENSG00000058085	8.279400998552134	2.5303614334083697	0.3899119225617456	6.489571841721939	8.608065221238302e-11	1.2664963056150933e-8
ENSG00000081377	337.06804779886943	-0.5689616411778046	0.08774775302021666	-6.4840593815173655	8.928705322078494e-11	1.3052508004487183e-8
ENSG00000185551	2021.9719491469557	-0.5075028080576464	0.07830730159883142	-6.4809129889008945	9.116924028074564e-11	1.3242767672626777e-8
ENSG00000120594	667.963652691858	0.9337982146484942	0.1442309946309875	6.474324170318597	9.523723996110582e-11	1.3701565260039424e-8
ENSG00000101115	2313.629244220017	-0.8844554099245436	0.1366194508227572	-6.473861551910269	9.552943987486376e-11	1.3701565260039424e-8
ENSG00000189184	6513.607031376572	-0.8307715775649499	0.12860160481545163	-6.460040516268361	1.0467495200471859e-10	1.4919451752922545e-8
ENSG00000266524	251.68042036898052	2.401506200375657	0.3722944605505864	6.4505558230011495	1.114406738621099e-10	1.5687682514971705e-8
ENSG00000124177	1799.9119346238392	-0.39116238324758723	0.06063639556340535	-6.450950450024069	1.1115084001819621e-10	1.5687682514971705e-8
ENSG00000079459	11743.711701714097	0.5824153409539207	0.090313393168969	6.448825811076205	1.1272002372718858e-10	1.5770430313487946e-8
ENSG00000150907	491.1525307820975	1.1185836652072512	0.17372727013230074	6.438733909508864	1.2047418991310713e-10	1.6752523786392735e-8
ENSG00000133639	1767.9137523647537	-1.221675568928487	0.18981526583156347	-6.436129167885613	1.2255874822971122e-10	1.6939104565930694e-8
ENSG00000186603	23.074649054210006	-2.453393501940008	0.38176147037775104	-6.4265089389780155	1.3056774733800491e-10	1.7937334205079532e-8
ENSG00000183688	458.9737614384363	1.0634962111886497	0.16551054775896726	6.425549462487536	1.313940310560547e-10	1.7942759749900165e-8
ENSG00000052841	1435.8036828378622	-0.5238453999664575	0.08169192783305894	-6.412449967357347	1.4319942965234879e-10	1.9438470197748894e-8
ENSG00000183250	71.23577489035318	1.2281143326149293	0.1916820506963825	6.407038781947395	1.483730882534784e-10	2.0021587441541864e-8
ENSG00000166265	391.04530928030647	1.401999182105026	0.21964484424097663	6.383027960204999	1.7362019026504184e-10	2.3290637876436938e-8
ENSG00000159128	694.8537551763252	0.5027780861542868	0.07878517736047867	6.381632979689113	1.752094797321004e-10	2.336638704848275e-8
ENSG00000259397	28.30224371166349	1.2627691152901213	0.1981800886848712	6.371826371003736	1.8679028775625577e-10	2.4766002978380307e-8
ENSG00000276077	740.2748916956515	-1.0805398849080914	0.169653464135364	-6.369100038216399	1.9014056609099127e-10	2.506448329309281e-8
ENSG00000240184	647.1201828913985	-3.6316654956651813	0.5709829511711589	-6.3603746630546	2.0126222552374344e-10	2.637807501763775e-8
ENSG00000260630	87.92800285860883	1.1079318254189712	0.17428109292144606	6.357154450014556	2.0552532170217586e-10	2.678288549381783e-8
ENSG00000066248	21.49116542032889	1.517870033911814	0.23881565766672444	6.355822933645559	2.073137220688395e-10	2.6862439953294796e-8
ENSG00000142197	363.97475454670877	0.41113180321983	0.0647911609975681	6.345492145684218	2.217155097444077e-10	2.8566227117069025e-8
ENSG00000125285	2527.450858866916	-0.8007741745274061	0.12624907238537567	-6.34281234228035	2.256081817623468e-10	2.8904463961181566e-8
ENSG00000104522	562.9441851282521	0.7564244541852646	0.119295061733083	6.340785973837946	2.2859592448477392e-10	2.9123631608241728e-8
ENSG00000142621	64.81873735334685	-1.5025714332027316	0.2371899593182231	-6.334886339715689	2.375163000319862e-10	3.009199567905247e-8
ENSG00000093072	476.8836405837121	-1.4581055645035848	0.2303577212302039	-6.32974469758039	2.455671699304612e-10	3.0940106686542364e-8
ENSG00000168497	22.999028630791855	2.7129505437544084	0.42889256815380844	6.325478092176912	2.5244972277491595e-10	3.1632505098252514e-8
ENSG00000135929	82.33440178131258	1.1943464026971726	0.18895019910381922	6.320958688384	2.599455188167295e-10	3.23937571399755e-8
ENSG00000110042	8989.089044283142	-0.9389931249099936	0.14867827406181608	-6.315604151549323	2.691080744277638e-10	3.335331324633236e-8
ENSG00000156304	1869.29437496146	0.6227994361977182	0.09864783106216098	6.313361677513958	2.7303837194335336e-10	3.365751390361175e-8
ENSG00000006453	70.01873220899567	1.6936211724287087	0.2685194545868898	6.307256861646397	2.840242559109483e-10	3.4823511591662236e-8
ENSG00000104490	4525.111851186524	-0.7796202097721016	0.12367262703262659	-6.303902718638189	2.9024270609560675e-10	3.5395641243370654e-8
ENSG00000211459	6609.778961582114	-0.6267083206928772	0.09956933428351306	-6.294190125931666	3.0900889620627324e-10	3.748376530842586e-8
ENSG00000289373	4.518024629699932	4.715305168065865	0.7501830516143647	6.285539453229065	3.267171752597405e-10	3.942214381903906e-8
ENSG00000113240	199.95459547119736	-0.7440531968286226	0.1186674587798068	-6.270069355822721	3.608873222157662e-10	4.33159757006871e-8
ENSG00000080493	187.74173226847927	-1.7128020874513288	0.27391352781834105	-6.253075929083926	4.0244635060989305e-10	4.80512514432388e-8
ENSG00000184731	20.557498574479922	2.171889646153272	0.3474092105552129	6.251675488632731	4.0607247127635387e-10	4.823168076800651e-8
ENSG00000275464	215.0911607524461	1.0125528792095742	0.16210402077241495	6.2463156335347305	4.2024753307389805e-10	4.9656709801814744e-8
ENSG00000076554	113.55688056621308	-1.2909649707184958	0.20684612438721112	-6.241185202493035	4.3426769148373515e-10	5.104883868188959e-8
ENSG00000198732	5558.397842482812	-2.0718269590177525	0.3320830886011698	-6.238881262351804	4.407113486789877e-10	5.154062721345802e-8
ENSG00000142168	2672.4370482015033	0.6246051197356707	0.10033009405355228	6.22550118813086	4.800190161207525e-10	5.58511921562947e-8
ENSG00000162576	241.68861954915778	2.361989488027233	0.3797598358553849	6.219692724237153	4.981294316472725e-10	5.74605173275346e-8
ENSG00000007372	670.8508399177974	-2.2185379662847335	0.35670947764154126	-6.219453379688865	4.988898237602215e-10	5.74605173275346e-8
ENSG00000168772	896.0161949377919	-1.0770573654666955	0.1732347533695203	-6.217328477786824	5.056904475192401e-10	5.795110882249382e-8
ENSG00000288891	24.02765025590383	-1.9935046241689014	0.321628734858271	-6.198154605332014	5.712901009222982e-10	6.494230536652693e-8
ENSG00000275993	120.68042694229739	2.7623858083727746	0.4457005697095887	6.197851194519901	5.723921674488889e-10	6.494230536652693e-8
ENSG00000054282	242.1882418402062	-0.6271805843673877	0.10128399973317236	-6.192296769674022	5.929377630426731e-10	6.69403251791493e-8
ENSG00000182168	1941.4157490550003	1.2969168583596289	0.21003657897137856	6.174719016616426	6.628124146620984e-10	7.409527998220173e-8
ENSG00000167554	146.78862970494203	-0.7517363072588462	0.12174093133626025	-6.1748854638090265	6.621145248193834e-10	7.409527998220173e-8
ENSG00000182326	22.933253606405987	1.7119140683044805	0.2774079829943644	6.171106000000217	6.781393735936217e-10	7.543887031610998e-8
ENSG00000172197	174.34042532198004	0.8664871918792489	0.14067076949692148	6.1596818939574485	7.28912142772828e-10	8.069340493172011e-8
ENSG00000176834	317.77446329825005	-0.6713856931391972	0.10923294577122518	-6.146366267053999	7.927810341672729e-10	8.733995886079545e-8
ENSG00000095777	86.94010511087677	1.269515121667155	0.20666490217513617	6.142867551798015	8.104486010828941e-10	8.885711705622789e-8
